17908240_1|17908240|125|#section_info|0:0|we have found that the reduction in M1 mACh receptor responsiveness is decreased in quiescent |#main_body|GO:0009961|response to 1-aminocyclopropane-1-carboxylic acid|#go_definition|IEP|GOA|Mch1|#gene_synonym
17908240_14|17908240|25579|#section_info|0:0|To determine whether PKC or Ca2+/CaM were responsible for M1 mACh receptor-mediated MARCKS translocation the following protocol was used. Neurons were stimulated with MCh (3 mumol/L) for 30 s (S1) and then washed to allow recovery of MARCKS to baseline levels. Neurons were then treated with staurosporine  Neurons were then subjected to a second MCh (3 mumol/L, 30 s) challenge (S2). Comparison of S1 and S2 responses indicated that MCh-stimulated eGFP-MARCKS translocation was almost completely inhibited following staurosporine treatment (Fig. 5c and d), while W7 and W5 treatments were without effect (Fig. 5d). These data suggest that agonist-driven eGFP-MARCKS translocation is mediated through PKC activation in hippocampal neurons.|#main_body|GO:0090316|positive regulation of intracellular protein transport|#go_definition|IDA|GOA|Chrm1(25229)|#gene_synonym
0.7	17908240_114|17908240|14966|Results|0:0|When synaptic activity was enhanced with picrotoxin, receptor-stimulated PLC responses were significantly depressed for up to 15 min post-Rmax (Fig. 1d).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_115|17908240|14966|Results|0:0|These data suggest that the degree of synaptic activity also regulates the duration of agonist-mediated desensitization, and a delay in M1 mACh receptor re-sensitization is particularly evident when inhibitory GABAergic activity is blocked by picrotoxin.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_134|17908240|18871|Results|0:0|Neurons were stimulated with MCh (10 mumol/L) for 30 s, followed by a 5 min washout period.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_171|17908240|29248|Results|0:0|Picrotoxin (100 mumol/L) was initially added to neurons for 2 min (S1); following washout neurons were incubated with vehicle (a), W5 (25 mumol/L; b), W7 (25 mumol/L; c), staurosporine (1 mumol/L; d) or W7 and staurosporine together (e), for 15 min, followed immediately by a second challenge (S2) with picrotoxin (100 mumol/L) for 2 min.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_183|17908240|30349|Results|0:0|Further investigation showed that picrotoxin-induced eGFP-PKCbetaII translocations were inhibited completely following the addition of the AMPA receptor antagonist DNQX (10 mumol/L), and following blockade of synaptic activity by TTx (500 nmol/L) (Fig. 7d).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_208|17908240|37060|Results|0:0|As reported above, the change in eGFP-PKCepsilon translocation before and after a desensitizing MCh challenge can provide an readout of receptor desensitization, however, picrotoxin (100 mumol/L) addition per se did not promote eGFP-PKCepsilon translocation, nor did it appear to affect agonist-mediated M1 mACh receptor regulation (Fig. 8b).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_88|17908240|11513|Results|0:0|In the presence of TTx (500 nmol/L; to block spontaneous synaptic activity), desensitization, indicated as the decrease in R2 response relative to the R1 response, was similar to our previous findings in immature neurons (Fig. 1a).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_136|17908240|18871|Results|0:0|Following a further 5 min washout period neurons were again stimulated with MCh (10 mumol/L).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_228|17908240|41645|Discussion|0:0|Increased synaptic activity induced by picrotoxin in the hippocampal neurons also resulted in the translocation of MARCKS and inhibitor studies implicate both a PKC and CaM regulatory component under these conditions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_76|17908240|10505|Materials and methods|0:0|For dual measurement of PKC translocations and intracellular [Ca2+], neurons were transfected with eGFP-PKCepsilon or eGFP-PKCbetaII and loaded with Fura-Red (3 mumol/L, 60 min) (Invitrogen, Paisley, UK) prior to the start of experiments.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_119|17908240|16053|Results|0:0|However, the picrotoxin-induced IP3 spikes normally seen in the presence of MCh (Fig. 2c) were absent following inclusion of the AMPA receptor antagonist DNQX (10 mumol/L).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_131|17908240|18167|Results|0:0|In the presence of DNQX (10 mumol/L), the effect of picrotoxin was significantly reversed (bp< 0.05; one-way anova, Dunnett's post-hoc test), while D-AP5 (50 mumol/L) was without effect on the picrotoxin-mediated enhancement of M1 muscarinic acetylcholine receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_186|17908240|32207|Results|0:0|eGFP-PKCbetaII or eGFP-PKCepsilon transfected neurons were challenged with PiTx (100 mumol/L) and PKC translocation to the plasma membrane determined as the decrease in cytosolic fluorescence.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_206|17908240|37060|Results|0:0|For experiments assessing the effects of picrotoxin-evoked synaptic activity on PKC translocations, neurons were loaded with Fura-Red to allow co-determination of changes in intracellular [Ca2+].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_209|17908240|37060|Results|0:0|In contrast, while agonist addition caused minimal translocation of eGFP-PKCbetaII, picrotoxin treatment (100 mumol/L) induced rapid, transient eGFP-PKCbetaII translocations to the plasma membrane, which mirrored the changes in intracellular [Ca2+] (Fig. 8c).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_14|17908240|3572|abstract|0:0|We have also already provided substantial evidence that M1 mACh receptor/PLC signalling in hippocampal neurons is regulated by G protein-coupled receptor kinases (GRKs).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_178|17908240|30349|Results|0:0|Neurons, recombinantly expressing either eGFP-PKCbetaII or -epsilon isoenzymes and loaded with Fura-Red simultaneously to report changes in intracellular Ca2+ concentrations, were subject to picrotoxin and/or M1 mACh receptor agonist additions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_182|17908240|30349|Results|0:0|MCh (10 mumol/L) stimulation consistently failed to cause eGFP-PKCbetaII translocation, while addition of picrotoxin (100 mumol/L) induced rapid, transient translocations of eGFP-PKCbetaII (Fig. 7c).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_62|17908240|7956|Materials and methods|0:0|Following this a maximal concentration of MCh (100 mumol/L) was applied for 1 min to induce receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_95|17908240|11513|Results|0:0|However, in the presence of spontaneous synaptic activity the difference between R2 and R1 responses was increased (Fig. 1b), suggesting that synaptic activity may increase the rate/extent of M1 mACh receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_120|17908240|16053|Results|0:0|Furthermore, the presence of DNQX completed ablated the effects of picrotoxin treatment on M1 mACh receptor desensitization (Table 1), producing traces that were similar to those generated in the presence of TTx (Fig. 2c).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_135|17908240|18871|Results|0:0|Then neurons were challenged with picrotoxin (100 mumol/L) or vehicle for 4 min.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_144|17908240|20989|Results|0:0|A standard R1/Rmax/R2 protocol was applied to assess M1 mACh receptor desensitization in either the absence (spontaneous activity; spont) or presence of tetrodotoxin (TTx, 500 nmol/L), or in the presence of picrotoxin (PiTx, 100 mumol/L).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_162|17908240|27003|Results|0:0|Agonist addition [methacholine (MCh), 3 mumol/L] for 30 s induced a robust translocation of eGFP-MARCKS from the plasma membrane to the cytoplasm, which completely reversed after agonist removal.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_138|17908240|18871|Results|0:0|Under these conditions picrotoxin failed to produce any change in the R2/R1 ratio, indicating that a burst of synaptic activity alone is unable to induce M1 mACh receptor desensitization (data not shown).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_140|17908240|19645|Results|0:0|including those where the extent of receptor desensitization was increased by picrotoxin treatment (see Fig. 3e).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_163|17908240|27003|Results|0:0|Following the initial MCh stimulation (S1), neurons were treated with W5 (25 mumol/L; panel a), W7 (25 mumol/L; panel b), or staurosporine (1 mumol/L; panel c) for 15 min, prior to a second application of MCh (3 mumol/L, for 30 s; S2).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_222|17908240|41645|Discussion|0:0|MARCKS is normally associated with the plasma membrane and translocates to the cytoplasm on phosphorylation by PKC and/or CaM binding (Graff et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_103|17908240|13703|Results|0:0|Representative traces showing M1 mACh receptor desensitization in the presence of (a) tetrodotoxin (TTx) (500 nmol/L); (b) no pre-addition (spontaneous synaptic activity; Spont in panel d); and (c) synaptic activity induced by picrotoxin (PiTx, 100 mumol/L).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_133|17908240|18871|Results|0:0|In order to assess whether synaptic activity was able to enhance M1 mACh receptor desensitization in the absence of MCh, we applied the following protocol.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_155|17908240|24210|Results|0:0|(e) cumulative data are shown for either spontaneously active or picrotoxin-treated neurons and are expressed as means +- SEM for the percentage change in R2 relative to the R1 response, for >= 5 neurons per treatment taken from at least three separate hippocampal preparations.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_160|17908240|27003|Results|0:0|Effects of Ca2+/calmodulin antagonism or protein kinase C inhibition on M1 muscarinic acetylcholine receptor-driven myristoylated, alanine-rich C kinase substrate (MARCKS) translocation in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_169|17908240|29248|Results|0:0|Effects of Ca2+/calmodulin antagonism and/or protein kinase C inhibition on picrotoxin (PiTx)-induced myristoylated, alanine-rich C kinase substrate translocation.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_203|17908240|35275|Results|0:0|(d) cumulative data showing the effects of spontaneous activity and picrotoxin (100 mumol/L)-stimulated synaptic activity on M1 muscarinic acetylcholine receptor desensitization measured using the standard R1/Rmax/R2 protocol.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
